child,parent,label
координация деятельности,"согласовать, привести в соответствие",1
гармонизация законодательства,"согласовать, привести в соответствие",1
"гармонизация, приведение в гармонию","согласовать, привести в соответствие",1
божок (небольшой идол),"идол, истукан",1
"тотем (обожествл-е животное, растение, предмет)","идол, истукан",1
телевизионная викторина,телевизионная игра,1
показ фильма,демонстрировать (показать наглядно),1
политизация,придать свойство,1
маршрут движения,направление в пространстве,1
"взгляд, направленность зрения",направление в пространстве,1
траектория движения,направление в пространстве,1
обратное направление,направление в пространстве,1
вертикальное направление,направление в пространстве,1
горизонтальное направление,направление в пространстве,1
траверз (направление движения),направление в пространстве,1
сторона света,направление в пространстве,1
попутное направление,направление в пространстве,1
"передовик, передовой работник",лидер в области деятельности,1
язык программирования,искусственный язык,1
эсперанто,искусственный язык,1
юнга,матрос,1
честолюбие,черта характера,1
"трудолюбие, работоспособность",черта характера,1
"твердость, стойкость, непоколебимость",черта характера,1
трусость,черта характера,1
придирчивый,черта характера,1
бескорыстие,черта характера,1
"глупый, недалекий",черта характера,1
"бездушный, бессердечный",черта характера,1
сообразительный,черта характера,1
вежливый,черта характера,1
старательный,черта характера,1
наивный,черта характера,1
"сговорчивый, уступчивый",черта характера,1
уживчивый,черта характера,1
застенчивый,черта характера,1
"активный, деятельный",черта характера,1
"разумный, здравосмыслящий",черта характера,1
слабовольный,черта характера,1
лицемерный,черта характера,1
"честный, правдивый",черта характера,1
насмешливый,черта характера,1
самоотверженный,черта характера,1
доверчивый,черта характера,1
"требовательный, взыскательный",черта характера,1
послушный (черта характера),черта характера,1
беззастенчивый,черта характера,1
"неестественный, неискренний",черта характера,1
"внимательный, чуткий",черта характера,1
нерешительный,черта характера,1
"серьезный, серьезно настроенный",черта характера,1
"скромный, нехвастливый",черта характера,1
"хвастливый, нескромный",черта характера,1
безнравственный,черта характера,1
робкий,черта характера,1
надоедливый,черта характера,1
невозмутимый (спокойный),черта характера,1
бесчестный,черта характера,1
бездеятельный,черта характера,1
"добрый, добросердечный",черта характера,1
"властный, авторитарный",черта характера,1
"шумливый, шумный",черта характера,1
услужливый,черта характера,1
"молчаливый, неразговорчивый",черта характера,1
человечный,черта характера,1
невежественный,черта характера,1
"щедрый, нежадный",черта характера,1
забывчивый,черта характера,1
терпимость к людям,черта характера,1
уравновешенный по характеру,черта характера,1
"небрежный, нерадивый",черта характера,1
жалостливый,черта характера,1
ласковый,черта характера,1
избалованный,черта характера,1
невнимательный (рассеянный),черта характера,1
увлеченный,черта характера,1
ответственный по характеру,черта характера,1
расчетливый,черта характера,1
недоверчивый,черта характера,1
дисциплинированный,черта характера,1
"близорукий, недальновидный",черта характера,1
"натуральный, естественный, непритворный",черта характера,1
"возбудимый, нервный",черта характера,1
восприимчивый,черта характера,1
"порывистый, импульсивный (действующий порывами)",черта характера,1
своеволие,черта характера,1
свободолюбие,черта характера,1
добродетель (положительное нравственное качество),черта характера,1
задиристый,черта характера,1
"невзыскательный, нетребовательный",черта характера,1
"неряшливый, неопрятный",черта характера,1
аккуратный (черта характера),черта характера,1
невоспитанный,черта характера,1
нетерпимость к людям,черта характера,1
нетерпеливый,черта характера,1
мягкий по характеру,черта характера,1
харизма,черта характера,1
целеустремленность,черта характера,1
непослушный (черта характера),черта характера,1
реалистичный (трезво-практический),черта характера,1
миролюбие,черта характера,1
интеллигентность (черта характера),черта характера,1
терпение (способность терпеть),черта характера,1
жизнелюбие,черта характера,1
бездуховность,черта характера,1
доступный в общении,черта характера,1
лидерские качества,черта характера,1
закваска (черты характера),черта характера,1
вредный по характеру,черта характера,1
мелочный по характеру,черта характера,1
мстительность,черта характера,1
трудный по характеру,черта характера,1
печное топливо,котельно-печное топливо,1
слепая кишка,кишка (пищеварительный орган),1
толстая кишка,кишка (пищеварительный орган),1
тонкая кишка,кишка (пищеварительный орган),1
прямая кишка,кишка (пищеварительный орган),1
уединенный (малолюдный),малолюдный,1
бельевой трикотаж,трикотажная одежда,1
верхний трикотаж,трикотажная одежда,1
толстовка,трикотажная одежда,1
переубедить,"убедить, заставить поверить",1
присягать,"убедить, заставить поверить",1
божиться,"убедить, заставить поверить",1
вбить в голову,"убедить, заставить поверить",1
"проповедовать идеи, взгляды","убедить, заставить поверить",1
разгромить (раскритировать),"убедить, заставить поверить",1
словарь,собрание (совокупность собранного),1
коллекция,собрание (совокупность собранного),1
"архив документов, записей",собрание (совокупность собранного),1
картотека,собрание (совокупность собранного),1
"библиотека, собрание книг",собрание (совокупность собранного),1
"банк (собрание предметов, объектов сведений)",собрание (совокупность собранного),1
"переписка, собрание писем",собрание (совокупность собранного),1
"подбор  (то, что подобрано, собрание чего-л.)",собрание (совокупность собранного),1
досье документов,собрание (совокупность собранного),1
художественный альбом,собрание (совокупность собранного),1
электронная библиотека,собрание (совокупность собранного),1
копилка (собрание),собрание (совокупность собранного),1
общий котел,собрание (совокупность собранного),1
лихтенштейн,княжество,1
монако,княжество,1
андорра,княжество,1
эмират,княжество,1
бойкий (расторопный),расторопный,1
"проворный (ловкий, расторопный)",расторопный,1
обледенеть,намерзнуть на поверхности,1
протокол передачи данных,формат (строение),1
химическая мелиорация,агрохимические работы,1
химическое уничтожение сорняков,агрохимические работы,1
водохранилище,искусственный водоем,1
пруд,искусственный водоем,1
водный канал,искусственный водоем,1
бассейн (искусственный водоем),искусственный водоем,1
быстрые шахматы,шахматы,1
чайная заварка,чай (напиток),1
переждать,задержаться на одном месте,1
магазин кулинарии,продовольственный магазин,1
супермаркет,продовольственный магазин,1
минимаркет,продовольственный магазин,1
условное осуждение,"наказание, не связанное с изоляцией",1
наказание в виде ограничения свободы,"наказание, не связанное с изоляцией",1
корень валерианы,корень растения,1
рождение ребенка,родиться на свет,1
вылупиться из яйца,родиться на свет,1
"размножиться, расплодиться",родиться на свет,1
приобщиться,"ознакомиться, войти в курс дела",1
смотреть (ознакомиться),"ознакомиться, войти в курс дела",1
"сойтись, прийти в одно место","встретить, увидеться",1
"свидание, условленная встреча","встретить, увидеться",1
государственный герб,герб,1
дамская шляпа,шляпа,1
мужская шляпа,шляпа,1
министерство образования,орган управления образованием,1
отдел народного образования,орган управления образованием,1
министерство образования и науки,орган управления образованием,1
гражданское судопроизводство,разбирательство спора,1
досудебное разрешение споров,разбирательство спора,1
оригинальный (подлинный),"настоящий, подлинный (не скопированный)",1
аутентичный,"настоящий, подлинный (не скопированный)",1
восточнославянские языки,славянские языки,1
западнославянские языки,славянские языки,1
южнославянские языки,славянские языки,1
"датировать, поставить дату","отметить, сделать отметку",1
рыбоводство,"растить, выращивать",1
выращивание растений,"растить, выращивать",1
выкормить (вырастить),"растить, выращивать",1
аквакультура,"растить, выращивать",1
садово-огородные работы,"растить, выращивать",1
озеленительные работы,посадка растений,1
посадка семян,посадка растений,1
пересадка растений,посадка растений,1
укоренить растение,посадка растений,1
"досадить, подсадить",посадка растений,1
радиотелефонная связь,телефонная связь,1
междугородная телефонная связь,телефонная связь,1
спутниковый телефон,телефонная связь,1
дальняя телефонная связь,телефонная связь,1
постановление (решение органа или собрания),распорядительный документ,1
доверенность,распорядительный документ,1
циркуляр,распорядительный документ,1
банковский чек,распорядительный документ,1
выцвести от времени,"обесцветиться, потерять окраску",1
питон,удав,1
дерзкий (непочтительный),наглый,1
"распущенный (недисциплинированный, своевольный)",наглый,1
фирма-однодневка,фиктивная фирма,1
самоотвод,"отклонить, отвергнуть (отказаться принять что-либо)",1
принести в жертву (добровольно отказаться в пользу),"отклонить, отвергнуть (отказаться принять что-либо)",1
отвод кандидата,"отклонить, отвергнуть (отказаться принять что-либо)",1
отсечь ненужное,"отклонить, отвергнуть (отказаться принять что-либо)",1
"браковать, признать негодным","отклонить, отвергнуть (отказаться принять что-либо)",1
увольнение с работы,освободиться от обязанности,1
смениться (освободиться от обязанности),освободиться от обязанности,1
откупиться (освободиться),освободиться от обязанности,1
"облегчиться (освободиться от тяжести нрав., физич.)",освободиться от обязанности,1
прекращение полномочий,освободиться от обязанности,1
сложить с себя обязанности,освободиться от обязанности,1
курортник,отдыхающий (человек),1
дачник,отдыхающий (человек),1
отпускник,отдыхающий (человек),1
дикарь (отдыхающий),отдыхающий (человек),1
ликвидные средства,оборотные средства,1
южная часть,части территории по сторонам света,1
юго-восточная часть,части территории по сторонам света,1
юго-западная часть,части территории по сторонам света,1
северо-восточная часть,части территории по сторонам света,1
северо-западная часть,части территории по сторонам света,1
аэродинамика,аэромеханика,1
"разлиться, выйти из берегов",растечься в разные стороны,1
продвижение товара на рынок,раскрутить (сделать известным),1
многоквартирный дом,многоэтажное здание,1
панельный дом,многоэтажное здание,1
высотное здание,многоэтажное здание,1
среднеэтажное здание,многоэтажное здание,1
пеленка,простыня,1
класс для занятий,учебное помещение,1
аудитория для занятий,учебное помещение,1
чернуха,натурализм в искусстве,1
авантюрный (рискованный),рискованный,1
холдинговая компания,концерн,1
канава,ров,1
"окоп, траншея",ров,1
абрикосовый цвет,оранжевый цвет,1
персиковый цвет,оранжевый цвет,1
апельсиновый цвет,оранжевый цвет,1
огненный цвет,оранжевый цвет,1
морковный цвет,оранжевый цвет,1
рябиновый цвет,оранжевый цвет,1
"рассеяться, развлечься",отвлечься (отклониться),1
"отключиться (отвлечься, отрешиться)",отвлечься (отклониться),1
бесхитростный,наивный,1
легковерный,наивный,1
"провинциальный, местечковый",наивный,1
супертанкер,нефтяной танкер,1
тепловентиляционное оборудование,обогреватель помещения,1
клеймо (знак),отпечаток от надавливания,1
печать на документе,отпечаток от надавливания,1
лыжня,отпечаток от надавливания,1
отпечатки пальцев,отпечаток от надавливания,1
печатный оттиск,отпечаток от надавливания,1
след ноги,отпечаток от надавливания,1
разровнять,разгладить,1
доска объявлений,информационный щит,1
пожар,"огонь, пламя",1
костер,"огонь, пламя",1
вечный огонь,"огонь, пламя",1
факел (конусообразное пламя),"огонь, пламя",1
король (лучший представитель),представитель (экземпляр),1
"типаж, типичный представитель",представитель (экземпляр),1
почтамт,почтовое предприятие,1
падать (двигаться вниз),опуститься вниз,1
"наклониться, склониться",опуститься вниз,1
прогнуться от тяжести,опуститься вниз,1
погрузиться в жидкость,опуститься вниз,1
приземлиться,опуститься вниз,1
спуститься вниз,опуститься вниз,1
стекание жидкости,опуститься вниз,1
присесть (опуститься согнув колени),опуститься вниз,1
спрыгнуть,опуститься вниз,1
осесть в землю,опуститься вниз,1
осесть слоем,опуститься вниз,1
"сесть, совершить посадку",опуститься вниз,1
провиснуть,опуститься вниз,1
закатиться за горизонт,опуститься вниз,1
формализм в искусстве,"авангардизм, авангардное искусство",1
сюрреализм,"авангардизм, авангардное искусство",1
боди-арт,"авангардизм, авангардное искусство",1
твердый переплет,"переплет книги, тетради",1
иррациональное число,действительное число,1
рациональное число,действительное число,1
"модуль, абсолютная величина",действительное число,1
миф (народное сказание),сказание,1
северная сага,сказание,1
"легенда, предание",сказание,1
былина о русских богатырях,сказание,1
искусственное освещение,осветить (снабдить светом),1
подсвечивать,осветить (снабдить светом),1
световой сигнал,осветить (снабдить светом),1
озарить (ярко осветить),осветить (снабдить светом),1
естественное освещение,осветить (снабдить светом),1
либерализация,"снять (устранить, отменить, отказаться)",1
снятие с эксплуатации,"снять (устранить, отменить, отказаться)",1
снятие порчи,"снять (устранить, отменить, отказаться)",1
снятие запрета,"снять (устранить, отменить, отказаться)",1
морская капуста,морские водоросли,1
городская земля,муниципальная земля,1
большевик (коммунист),коммунист,1
столкновение с препятствием,сблизиться (приблизиться),1
сдвинуться (сблизиться),сблизиться (приблизиться),1
кассовая наличность,денежная наличность,1
черный нал,денежная наличность,1
противотуберкулезный диспансер,диспансер,1
психоневрологический диспансер,диспансер,1
наркологический диспансер,диспансер,1
ледяной (презрительно-холодный),холодный в отношениях,1
бездушный (лишенный эмоциональности),холодный в отношениях,1
знаменательные части речи,часть речи,1
служебные части речи,часть речи,1
междометие (часть речи),часть речи,1
телефонная линия,линия связи,1
фидерная линия,линия связи,1
канал вещания,линия связи,1
горячая линия,линия связи,1
трансмиссия,привод (устройство),1
электропривод,привод (устройство),1
привод автомобиля,привод (устройство),1
дерегуляция экономики,либерализация экономики,1
алкотестер,индикатор (техническое устройство),1
производственный брак,"недостаток, неправильность",1
физический недостаток,"недостаток, неправильность",1
повреждение (недостаток),"недостаток, неправильность",1
ошибка,"недостаток, неправильность",1
дефект,"недостаток, неправильность",1
"недочет, пробел","недостаток, неправильность",1
неполадки в работе,"недостаток, неправильность",1
щербина на коже,"недостаток, неправильность",1
порок (большой недостаток),"недостаток, неправильность",1
свищ (изъян в виде скважины),"недостаток, неправильность",1
уязвимое место,"недостаток, неправильность",1
"недоработка, недоделка","недостаток, неправильность",1
помарка в тексте,"недостаток, неправильность",1
оборотная сторона медали,"недостаток, неправильность",1
учебный семестр,учебное полугодие,1
производительность труда,производительность (показатель),1
имя человека,"название, наименование",1
фамилия,"название, наименование",1
звание,"название, наименование",1
отчество,"название, наименование",1
географическое название,"название, наименование",1
прозвище,"название, наименование",1
заглавие,"название, наименование",1
псевдоним,"название, наименование",1
личное имя,"название, наименование",1
кличка животного,"название, наименование",1
самоназвание,"название, наименование",1
"развалиться, прийти в упадок",рушиться (гибнуть),1
массовик-затейник,организатор,1
организационный комитет,организатор,1
галстук,мужская одежда,1
мужской головной убор,мужская одежда,1
тельняшка,мужская одежда,1
кафтан,мужская одежда,1
камзол (старинная одежда),мужская одежда,1
мужская сорочка,мужская одежда,1
тога (старинная одежда),мужская одежда,1
валютный долг,денежный долг,1
государственный долг,денежный долг,1
кредиторская задолженность,денежный долг,1
просроченная задолженность,денежный долг,1
москва,столица государства,1
сухуми,столица государства,1
баку,столица государства,1
ереван,столица государства,1
минск,столица государства,1
тбилиси,столица государства,1
астана,столица государства,1
бишкек,столица государства,1
рига,столица государства,1
вильнюс,столица государства,1
кишинев,столица государства,1
душанбе,столица государства,1
талды-курган,столица государства,1
ашгабад,столица государства,1
ташкент,столица государства,1
киев,столица государства,1
таллинн,столица государства,1
канберра,столица государства,1
"вена, столица австрии",столица государства,1
луанда,столица государства,1
буэнос-айрес,столица государства,1
кабул,столица государства,1
нассау,столица государства,1
дакка,столица государства,1
манама,столица государства,1
брюссель,столица государства,1
софия,столица государства,1
лондон,столица государства,1
будапешт,столица государства,1
каракас,столица государства,1
ханой,столица государства,1
"джорджтаун, гайана",столица государства,1
тегусигальпа,столица государства,1
афины,столица государства,1
копенгаген,столица государства,1
каир,столица государства,1
киншаса,столица государства,1
хараре,столица государства,1
тель-авив,столица государства,1
дели,столица государства,1
джакарта,столица государства,1
амман,столица государства,1
багдад,столица государства,1
тегеран,столица государства,1
дублин,столица государства,1
рейкьявик,столица государства,1
мадрид,столица государства,1
рим,столица государства,1
оттава,столица государства,1
найроби,столица государства,1
никосия,столица государства,1
пекин,столица государства,1
пхеньян,столица государства,1
сеул,столица государства,1
абиджан,столица государства,1
гавана,столица государства,1
пномпень,столица государства,1
триполи (ливия),столица государства,1
нуакшот,столица государства,1
бамако,столица государства,1
мале,столица государства,1
валлетта,столица государства,1
рабат,столица государства,1
ниамей,столица государства,1
лагос,столица государства,1
амстердам,столица государства,1
манагуа,столица государства,1
веллингтон,столица государства,1
осло,столица государства,1
маскат,столица государства,1
исламабад,столица государства,1
лима,столица государства,1
варшава,столица государства,1
лиссабон,столица государства,1
бухарест,столица государства,1
белфаст,столица государства,1
дакар,столица государства,1
дамаск,столица государства,1
братислава,столица государства,1
вашингтон,столица государства,1
могадишо,столица государства,1
бейрут,столица государства,1
бангкок,столица государства,1
тайбей,столица государства,1
анкара,столица государства,1
монтевидео,столица государства,1
хельсинки,столица государства,1
прага,столица государства,1
сантьяго,столица государства,1
берн,столица государства,1
стокгольм,столица государства,1
коломбо,столица государства,1
кито,столица государства,1
претория,столица государства,1
токио,столица государства,1
бразилиа,столица государства,1
аддис-абеба,столица государства,1
тирана,столица государства,1
париж,столица государства,1
эль-кувейт,столица государства,1
куала-лумпур,столица государства,1
улан-батор,столица государства,1
катманду,столица государства,1
абу-даби,столица государства,1
эр-рияд,столица государства,1
"джибути, город",столица государства,1
браззавиль,столица государства,1
хартум,столица государства,1
дар-эс-салам,столица государства,1
тунис,столица государства,1
белград,столица государства,1
мехико,столица государства,1
константинополь,столица государства,1
европейская столица,столица государства,1
богота,столица государства,1
загреб,столица государства,1
скопье,столица государства,1
любляна,столица государства,1
подгорица,столица государства,1
забастовка,потери рабочего времени,1
кремнезем,диоксид,1
центральная нервная система,нервная система,1
вегетативная нервная система,нервная система,1
жители англии,британцы,1
шотландцы,британцы,1
уэльсцы,британцы,1
садоводство,плодоводство,1
виноградарство,плодоводство,1
акция,корпоративная ценная бумага,1
верблюд,мозоленогие животные,1
лама (животное),мозоленогие животные,1
фотохимические товары,фототехнические материалы,1
отказник от военной службы,призывник,1
цистерна,резервуар (вместилище для жидкостей и газов),1
танк (резервуар),резервуар (вместилище для жидкостей и газов),1
технологическая емкость,резервуар (вместилище для жидкостей и газов),1
местное самоуправление,самоуправление,1
автономия (самоуправление),самоуправление,1
щитовидная железа,железа внутренней секреции,1
поджелудочная железа,железа внутренней секреции,1
гипофиз,железа внутренней секреции,1
обуза (тягостная обязанность),"бремя, ярмо",1
"путы, оковы","бремя, ярмо",1
"нагрузка, загруженность","бремя, ярмо",1
обвалять со всех сторон,катать по поверхности,1
свернуть в трубку,катать по поверхности,1
багор,шест (палка),1
весло,шест (палка),1
жердь,шест (палка),1
шест для прыжков,шест (палка),1
колодезный журавль,шест (палка),1
вешка (метка),шест (палка),1
флагшток,шест (палка),1
герметический,непроницаемый,1
клепать (соединять),скрепить (прочно соединить),1
паяльные работы,скрепить (прочно соединить),1
сковать (скрепить ковкой),скрепить (прочно соединить),1
спечь (скрепить),скрепить (прочно соединить),1
"подшить (скрепить, соединить)",скрепить (прочно соединить),1
военизированная охрана,охранное предприятие,1
эфиопское нагорье,нагорье,1
тибетское нагорье,нагорье,1
коллекционер,любитель (имеющий склонность),1
гурман,любитель (имеющий склонность),1
грибник,любитель (имеющий склонность),1
"театрал, любитель театра",любитель (имеющий склонность),1
собаковод,любитель (имеющий склонность),1
меломан,любитель (имеющий склонность),1
радиолюбитель,любитель (имеющий склонность),1
книголюб,любитель (имеющий склонность),1
"волокита, ловелас",любитель (имеющий склонность),1
антиквар,любитель (имеющий склонность),1
ценитель (знаток),любитель (имеющий склонность),1
"собачник, любитель собак",любитель (имеющий склонность),1
фанат (поклонник),любитель (имеющий склонность),1
киноман,любитель (имеющий склонность),1
сладкоежка,любитель (имеющий склонность),1
атомная подводная лодка,подводная лодка,1
мопед,мотоцикл,1
мотороллер,мотоцикл,1
бензобак,топливный бак,1
нервный (порывистый и судорожный),"порывистый (резкий, стремительный)",1
"одаренный, талантливый",незаурядный,1
гениальный (одаренный),незаурядный,1
дерматология,дерматовенерология,1
фигурное катание на коньках,катание на коньках,1
конькобежный спорт,катание на коньках,1
розетка для варенья,блюдце (тарелка),1
столица государства,административный центр,1
центр административно-территориальной единицы,административный центр,1
аквамарин,берилл,1
растительный жир,пищевой жир,1
животный жир,пищевой жир,1
маргарин,пищевой жир,1
фритюр,пищевой жир,1
королева красоты,"красавец, красавица",1
государственная закупка,закупка товаров,1
скупить,закупка товаров,1
денонсация договора,расторжение договора,1
шпатлевка (замазка),замазка (паста),1
российский флаг,триколор (флаг),1
маркетинг,"исследование, изучение",1
сейсмологические наблюдения,"исследование, изучение",1
научное исследование,"исследование, изучение",1
дактилоскопия,"исследование, изучение",1
анализ (рассмотрение),"исследование, изучение",1
парапсихология,"исследование, изучение",1
"экскурс (изучение, освещение спец. вопроса)","исследование, изучение",1
полярные исследования,"исследование, изучение",1
"графология, почерковедение","исследование, изучение",1
"следить за ходом, развитием","исследование, изучение",1
общественно-политические исследования,"исследование, изучение",1
синтез (метод исследования),"исследование, изучение",1
медицинское исследование,"исследование, изучение",1
реанимация,терапия,1
физиотерапия,терапия,1
психотерапия,терапия,1
медикаментозная терапия,терапия,1
инфузионная терапия,терапия,1
фитотерапия,терапия,1
мануальная терапия,терапия,1
климатотерапия,терапия,1
противораковая терапия,терапия,1
консервативное лечение,терапия,1
кислородотерапия,терапия,1
"валяние из шерсти, пуха",сбить в плотную массу,1
государственный заказ,"заказать, сделать заказ",1
выписать (заказать),"заказать, сделать заказ",1
подписание договора,"подписать, ставить подпись",1
"подписаться, расписаться","подписать, ставить подпись",1
"визировать, ставить визу","подписать, ставить подпись",1
туризм,активный отдых,1
экскурсия,активный отдых,1
любительское рыболовство,активный отдых,1
прогулка,активный отдых,1
развлекательная поездка,активный отдых,1
туристическая поездка,активный отдых,1
экстремальные развлечения,активный отдых,1
сафари (путешествие),активный отдых,1
больничная койка,больничное оборудование,1
больничная каталка,больничное оборудование,1
хирургическое оборудование,больничное оборудование,1
норма права,"положение, тезис",1
